"legacy_url","legacy_path","legacy_page_kind","target_path","canonical_path","migration_action","decision_class","target_project_id","target_project_ids","verification_status","confidence","human_review_required","reason","notes"
"https://oikaw.com/musicvideo","/musicvideo","category-index","/","/","redirect-section-to-works","auto-approvable","","","archive-verified-live-unchecked","high","false","This legacy category index is not a Project. The confirmed Project-centered IA uses the root WORKS listing and metadata filters rather than preserving Adobe Portfolio category pages.","Confirmed migration destination: root WORKS listing. Future filter UI and URL-state design are separate production responsibilities and are not encoded as this migration target; no redirect is implemented here."
"https://oikaw.com/others","/others","category-index","/","/","redirect-section-to-works","auto-approvable","","","archive-verified-live-unchecked","high","false","This legacy category index is not a Project. The confirmed Project-centered IA uses the root WORKS listing and metadata filters rather than preserving Adobe Portfolio category pages.","Confirmed migration destination: root WORKS listing. Future filter UI and URL-state design are separate production responsibilities and are not encoded as this migration target; no redirect is implemented here."
"https://oikaw.com/photo","/photo","category-index","","","defer","auto-approvable","","","archive-verified-codex-http-404-human-browser-live","high","false","This Photography index covers four legacy pages that normalize to three deferred Project candidates. Photography is excluded from the initial release but remains in SEO migration scope.","Deferral is auto-approvable under the confirmed release scope. target_path remains blank until Photography publishing/route policy exists; this is not a missing Project decision."
"https://oikaw.com/portrait-4s4ki","/portrait-4s4ki","project","/portrait-4s4ki-2020","/portrait-4s4ki-2020","redirect-1to1","auto-approvable","project-portrait-4s4ki-2020","project-portrait-4s4ki-2020","archive-verified-live-unchecked","high","false","Archived title and facts identify the same work at the preserved later legacy path.",""
"https://oikaw.com/portrait-4s4ki-2020","/portrait-4s4ki-2020","project","/portrait-4s4ki-2020","/portrait-4s4ki-2020","keep-path","auto-approvable","project-portrait-4s4ki-2020","project-portrait-4s4ki-2020","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/portrait-satoru-kawaguchi","/portrait-satoru-kawaguchi","project","/portrait-satoru-kawaguchi","/portrait-satoru-kawaguchi","keep-path","auto-approvable","project-portrait-satoru-kawaguchi","project-portrait-satoru-kawaguchi","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/portrait-sk","/portrait-sk","project","/portrait-satoru-kawaguchi","/portrait-satoru-kawaguchi","redirect-1to1","auto-approvable","project-portrait-satoru-kawaguchi","project-portrait-satoru-kawaguchi","archive-verified-live-unchecked","high","false","Archived title and facts identify the same work at the preserved later legacy path.",""
"https://oikaw.com/sexgame","/sexgame","project","/sexgame","/sexgame","keep-path","auto-approvable","project-sexgame","project-sexgame","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/star","/star","project","/lex-star","/lex-star","redirect-1to1","auto-approvable","project-lex-star","project-lex-star","archive-verified-live-unchecked","high","false","Archived title and facts identify the same work at the preserved later legacy path.",""
"https://oikaw.com/tentere-ending","/tentere-ending","project-group","/tentere-ending","/tentere-ending","compatibility-view-200","auto-approvable","","project-tentere-ending-2018; project-tentere-ending-2019; project-tentere-ending-2020; project-tentere-ending-2021; project-tentere-ending-2022","archive-verified-codex-http-404-human-browser-live","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/thai-2016","/thai-2016","photography","","","defer","auto-approvable","project-thai-2016","project-thai-2016","archive-verified-live-unchecked","high","false","This legacy URL maps to a confirmed Photography Project that is excluded from the initial release but retained for SEO migration.","Deferral is auto-approvable under the confirmed release scope. target_path remains blank until Photography publishing/route policy exists; this is not a missing Project decision."
"https://oikaw.com/top","/top","home","/","/","redirect-1to1","auto-approvable","","","archive-verified-live-unchecked","high","false","Archived content matches the legacy home page; the new home route is /.",""
"https://oikaw.com/tsuru-to-kame","/tsuru-to-kame","project","/tsuru-to-kame","/tsuru-to-kame","keep-path","auto-approvable","project-tsuru-to-kame","project-tsuru-to-kame","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/video","/video","category-index","/","/","redirect-section-to-works","auto-approvable","","","archive-verified-codex-http-404-human-browser-live","high","false","This legacy category index is not a Project. The confirmed Project-centered IA uses the root WORKS listing and metadata filters rather than preserving Adobe Portfolio category pages.","Confirmed migration destination: root WORKS listing. Future filter UI and URL-state design are separate production responsibilities and are not encoded as this migration target; no redirect is implemented here."
